Fighter,Result, Opponent, R, Time,Event,Month,Day,Year,Method,Finish,Referee
Mauricio Ru,win, Antonio Rogerio Nogueira,3, 5:00, Pride FC - Critical Countdown 2005,Jun ,26.0,2005.0, Decision ,Unanimous,
Mauricio Ru,win, Quinton Jackson,1, 4:47, Pride FC - Total Elimination 2005,Apr ,23.0,2005.0, TKO ,Soccer Kicks,
Mauricio Ru,win, Hiromitsu Kanehara,1, 1:40, Pride 29 - Fists of Fire,Feb ,20.0,2005.0, TKO ,Stomp,
Mauricio Ru,win, Yasuhito Namekawa,1, 6:02, Pride - Bushido 5,Oct ,14.0,2004.0, TKO ,Punches,
Mauricio Ru,win, Akihiro Gono,1, 9:04, Pride - Bushido 2,Feb ,15.0,2004.0, TKO ,Soccer Kicks,
Mauricio Ru,win, Akira Shoji,1, 3:47, Pride - Bushido 1,Oct ,5.0,2003.0, KO ,Punches,
Mauricio Ru,loss, Renato Sobral,3, 3:07, IFC - Global Domination,Sep ,6.0,2003.0, Submission ,Guillotine Choke,
Mauricio Ru,win, Erick Wanderley,2, 2:54, IFC - Global Domination,Sep ,6.0,2003.0, TKO ,Punches,
Mauricio Ru,win, Evangelista Santos,1, 9:22, Meca 9 - Meca World Vale Tudo 9,Aug ,1.0,2003.0, TKO ,Punches,Pedro Rizzo
Mauricio Ru,win, Angelo Antonio de Oliveira,1, 0:55, Meca 8 - Meca World Vale Tudo 8,May ,16.0,2003.0, TKO ,Soccer Kicks,Luiz Alves
Mauricio Ru,win, Rafael Freitas,1, 4:00, Meca 7 - Meca World Vale Tudo 7,Nov ,8.0,2002.0, KO ,Kick,
Misha Cirkunov,loss, Johnny Walker,1, 0:38, UFC 235 - Jones vs. Smith,Mar ,2.0,2019.0, TKO ,Flying Knee and Punches,Herb Dean
Misha Cirkunov,win, Patrick Cummins,1, 2:40, UFC Fight Night 138 - Oezdemir vs. Smith,Oct ,27.0,2018.0, Submission ,Arm-Triangle Choke,Yves Lavigne
Misha Cirkunov,loss, Glover Teixeira,1, 2:45, UFC on Fox 26 - Lawler vs. dos Anjos,Dec ,16.0,2017.0, TKO ,Punches,Dan Miragliotta
Misha Cirkunov,loss, Volkan Oezdemir,1, 0:28, UFC Fight Night 109 - Gustafsson vs. Teixeira ,May ,28.0,2017.0, KO ,Punch,Kevin Sataki
Misha Cirkunov,win, Nikita Krylov,1, 4:38, UFC 206 - Holloway vs. Pettis,Dec ,10.0,2016.0, Submission ,Guillotine Choke,John McCarthy
Misha Cirkunov,win, Ion Cutelaba,3, 1:22, UFC Fight Night 89 - MacDonald vs. Thompson,Jun ,18.0,2016.0, Submission ,Arm-Triangle Choke,Herb Dean
Misha Cirkunov,win, Alex Nicholson,2, 1:28, UFC Fight Night 82 - Hendricks vs. Thompson,Feb ,6.0,2016.0, Submission ,Neck Crank,Herb Dean
Misha Cirkunov,win, Daniel Jolly,1, 4:45, UFC Fight Night 74 - Holloway vs. Oliveira,Aug ,23.0,2015.0, KO ,Punches,Jerin Valel
Misha Cirkunov,win, Shaun Asher,1, 1:20, HKFC - Hard Knocks 43,May ,22.0,2015.0, Submission ,Armbar,Adam Cheadle
Misha Cirkunov,win, Rodney Wallace,1, 2:00, HKFC  - Hard Knocks 41,Jan ,30.0,2015.0, TKO ,Head Kick,Adam Cheadle
Misha Cirkunov,win, Martin Desilets,1, 2:36, PFC 2 - Fight Night,Mar ,8.0,2014.0, Technical Submission ,Triangle Choke,
Misha Cirkunov,win, Jon Ganshorn,1, 1:59, FFL 9 - Northern Nightmare,Sep ,7.0,2013.0, Submission ,Armbar,Kyle Cardinal
Misha Cirkunov,loss, Aaron Johnson,1, 2:11, King of the Ring - VI,Mar ,17.0,2012.0, Submission ,Heel Hook,
Misha Cirkunov,win, Ali Mokdad,3, 5:00, SFS 3 - Meltdown in the Valley,Dec ,3.0,2011.0, Decision ,Unanimous,Dan Miragliotta
Misha Cirkunov,win, Ion Cherdivara,3, 5:00, Knockout Entertainment - MMA: The Reckoning,Apr ,2.0,2011.0, Decision ,Unanimous,Dan Miragliotta
Misha Cirkunov,win, Ricardeau Francois,1, 0:56, UGC 26 - Ultimate Generation Combat 26,Mar ,4.0,2011.0, TKO ,Punches,
Misha Cirkunov,win, Shawn Pauliuk,1, 0:57, AFC 3 - Evolution,Jul ,17.0,2010.0, Submission ,Punches,Mac Danzig
Misha Cirkunov,loss, Roy Boughton,2, 2:33, W-1 MMA 5 - Judgment Day,Jun ,19.0,2010.0, Submission ,Armbar,
Misha Cirkunov,win, Jeff Doyle,1, 0:40, Ringside MMA 5 - Triple Threat,Jan ,30.0,2010.0, TKO ,Punches,
Nikita Krylov ,win, Ovince St. Preux, 2, 2:30, UFC 236 - Holloway vs. Poirier,Apr ,13.0,2019.0, Submission ,Rear-Naked Choke,Blake Grice
Nikita Krylov ,loss, Jan Blachowicz, 2, 2:41, UFC Fight Night 136 - Hunt vs. Oleynik,Sep ,15.0,2018.0, Submission ,Arm-Triangle Choke,Marc Goddard
Nikita Krylov ,win, Fabio Maldonado, 2, 3:33, FNG - Fight Nights Global 87,May ,19.0,2018.0, KO ,Punch,Jan Vobornik
Nikita Krylov ,win, Emanuel Newton, 1, 0:43, FNG - Fight Nights Global 77,Oct ,13.0,2017.0, KO ,Knee,Dmitry Valuevich
Nikita Krylov ,win, Maro Perak, 2, 0:36, Donbass Association of Combat Sports - United Donbass,Aug ,26.0,2017.0, TKO ,Punches,
Nikita Krylov ,win, Stjepan Bekavac, 1, 0:53, FNG - Fight Nights Global 68,Jun ,2.0,2017.0, Submission ,Guillotine Choke,Herb Dean
Nikita Krylov ,loss, Misha Cirkunov, 1, 4:38, UFC 206 - Holloway vs. Pettis,Dec ,10.0,2016.0, Submission ,Guillotine Choke,John McCarthy
Nikita Krylov ,win, Ed Herman, 2, 0:40, UFC 201 - Lawler vs. Woodley,Jul ,30.0,2016.0, KO ,Head Kick,Marc Goddard
Nikita Krylov ,win, Francimar Barroso, 2, 3:11, UFC Fight Night 87 - Overeem vs. Arlovski,May ,8.0,2016.0, Submission ,Rear-Naked Choke,Lukasz Bosacki
Nikita Krylov ,win, Marcos Rogerio de Lima, 1, 2:29, UFC Fight Night 74 - Holloway vs. Oliveira,Aug ,23.0,2015.0, Submission ,Rear-Naked Choke,Herb Dean
Nikita Krylov ,win, Stanislav Nedkov, 1, 1:24, UFC on Fox 14 - Gustafsson vs. Johnson,Jan ,24.0,2015.0, Submission ,Guillotine Choke,Marc Goddard
Nikita Krylov ,win, Cody Donovan, 1, 4:57, UFC Fight Night 46 - McGregor vs. Brandao,Jul ,19.0,2014.0, TKO ,Punches,Marc Goddard
Nikita Krylov ,loss, Ovince St. Preux, 1, 1:29, UFC 171 - Hendricks vs. Lawler,Mar ,15.0,2014.0, Technical Submission ,Shoulder Choke,Dan Miragliotta
Nikita Krylov ,win, Walt Harris, 1, 0:25, UFC on Fox 10 - Henderson vs. Thomson,Jan ,25.0,2014.0, TKO ,Head Kick and Punches,Rob Madrigal
Nikita Krylov ,loss, Soa Palelei, 3, 1:34, UFC 164 - Henderson vs. Pettis 2,Aug ,31.0,2013.0, TKO ,Punches,Al Wichgers
Nikita Krylov ,win, Gabriel Tampu, 1, 4:27, M-1 Challenge 38 - Spring Battle,Apr ,9.0,2013.0, TKO ,Punches,Marco Broersen
Nikita Krylov ,loss, Vladimir Mishchenko, 1, 0:58, OC - Oplot Challenge 40,Mar ,8.0,2013.0, Submission ,Arm-Triangle Choke,Andrey Kolovorotny
Nikita Krylov ,win, Julian Bogdanov, 1, 1:17, GFC 2 - Gladiators Fighting Championship,Jan ,19.0,2013.0, KO ,Punch,Vladimir Derebas
Nikita Krylov ,loss, Vladimir Mishchenko, 1, 1:47, OC - Oplot Challenge 22,Dec ,29.0,2012.0, Submission ,Arm-Triangle Choke,Anton Bochorishvili
Nikita Krylov ,win, Denis Simkin, 1, 0:35, GFC 1 - Gladiators Fighting Championship,Dec ,22.0,2012.0, Submission ,Keylock,Alexandr Lavrenchuk
Nikita Krylov ,win, Valeriy Shcherbakov, 1, 1:38, WH - Igor Vovchanchyn Cup 2,Nov ,9.0,2012.0, Submission ,Achilles Lock,
Nikita Krylov ,win, Vladimir Gerasimchik, 1, 1:35, OC - Oplot Challenge 7,Oct ,20.0,2012.0, Submission ,Kimura,Anton Bochorishvili
Nikita Krylov ,win, Igor Kukurudziak, 1, 2:47, ECSF - Kolomyi Cup,Oct ,13.0,2012.0, Submission ,Kimura,Vitali Vovk
Nikita Krylov ,win, Viktor Smirnov, 1, 0:12, ECSF - MMA Lion Cup,Oct ,2.0,2012.0, TKO ,Doctor Stoppage,Vitali Vovk
Nikita Krylov ,win, Anatoliy Didenko, 1, 0:29, OC - Oplot Challenge 4,Sep ,15.0,2012.0, Submission ,Achilles Lock,
Nikita Krylov ,win, Alexey Stepanov, 1, 0:29, ECSF - MMA Ukraine Cup 7,Sep ,14.0,2012.0, Submission ,Rear-Naked Choke,Alexander Lavrenchuk
Nikita Krylov ,win, Svyatoslav Scherbakov, 1, 1:44, ECSF - MMA Ukraine Cup 6,Aug ,26.0,2012.0, Submission ,Armbar,
Nikita Krylov ,win, Anatoliy Didenko, 1, 2:08, ECSF - MMA Ukraine Cup 5,Aug ,18.0,2012.0, Submission ,Rear-Naked Choke,
Nikita Krylov ,win, Alexey Artemenko, 1, 2:20, BBF - Big Boys Fights,Aug ,16.0,2012.0, Submission ,Guillotine Choke,Alexandr Lavrenchuk
Nikita Krylov ,win, Denis Bogdanov, 1, 1:31, ECSF - Cup Of West Ukraine 2012,Aug ,10.0,2012.0, Submission ,Rear-Naked Choke,
Nikita Krylov ,win, Alexander Umrikhin, 1, 0:56, RFP - West Fight 4,Jul ,27.0,2012.0, TKO ,Punches,
Nikita Krylov ,Result, Fighter, R, Time, E,vent,,, Method/Referee,,
Nikita Krylov ,loss, Akhmedshaikh Gelegaev, 1, 2:26, LK - Liga Kavkaz 2012,Jul ,3.0,2012.0, Submission ,Armbar,
Thiago Santos,win, Jan Blachowicz, 3, 0:39, UFC Fight Night 145 - Blachowicz vs. Santos,Feb ,23.0,2019.0, TKO ,Punches,Herb
Thiago Santos,win, Jimi Manuwa, 2, 0:41, UFC 231 - Holloway vs. Ortega,Dec ,8.0,2018.0, KO ,Punches,Todd Anderson
Thiago Santos,win, Eryk Anders, 3, 5:00, UFC Fight Night 137 - Santos vs. Anders,Sep ,22.0,2018.0, TKO ,Elbows,Marc Goddard
Thiago Santos,win, Kevin Holland, 3, 5:00, UFC 227 - Dillashaw vs. Garbrandt 2,Aug ,4.0,2018.0, Decision ,Unanimous,Mike Beltran
Thiago Santos,loss, David Branch, 1, 2:30, UFC Fight Night 128 - Barboza vs. Lee,Apr ,21.0,2018.0, KO ,Punches,Gary Copeland
Thiago Santos,win, Anthony Smith, 2, 1:03, UFC Fight Night 125 - Machida vs. Anders,Feb ,3.0,2018.0, TKO ,Kick to the Body and Punches,Marc Goddard
Thiago Santos,win, Jack Hermansson, 1, 4:59, UFC Fight Night 119 - Brunson vs. Machida,Oct ,28.0,2017.0, TKO ,Punches,Jerin Valel
Thiago Santos,win, Gerald Meerschaert, 2, 2:04, UFC 213 - Romero vs. Whittaker,Jul ,8.0,2017.0, TKO ,Punches,Marc Goddard
Thiago Santos,win, Jack Marshman, 2, 2:21, UFC Fight Night 105 - Lewis vs. Browne,Feb ,19.0,2017.0, TKO ,Spinning Wheel Kick and Punches,Brad Jardine
Thiago Santos,loss, Eric Spicely, 1, 2:58, UFC Fight Night 95 - Cyborg vs. Lansberg,Sep ,24.0,2016.0, Submission ,Rear-Naked Choke,John McCarthy
Thiago Santos,loss, Gegard Mousasi, 1, 4:32, UFC 200 - Tate vs. Nunes,Jul ,9.0,2016.0, TKO ,Punches,Marc Goddard
Thiago Santos,win, Nate Marquardt, 1, 3:39, UFC 198 - Werdum vs. Miocic,May ,14.0,2016.0, KO ,Punch,Kevin MacDonald
Thiago Santos,win, Elias Theodorou, 3, 5:00, UFC Fight Night 80 - Namajunas vs. VanZant,Dec ,10.0,2015.0, Decision ,Unanimous,Marc Goddard
Thiago Santos,win, Steve Bosse, 1, 0:29, UFC Fight Night 70 - Machida vs. Romero,Jun ,27.0,2015.0, KO ,Head Kick,James Warring
Thiago Santos,win, Andy Enz, 1, 1:56, UFC 183 - Silva vs. Diaz,Jan ,31.0,2015.0, TKO ,Punches,Mark Smith
Thiago Santos,loss, Uriah Hall, 3, 5:00, UFC 175 - Weidman vs. Machida,Jul ,5.0,2014.0, Decision ,Unanimous,Yves Lavigne
Thiago Santos,win, Ronny Markes, 1, 0:53, UFC Fight Night 38 - Shogun vs. Henderson 2,Mar ,23.0,2014.0, TKO ,Kick to the Body and Punches,Mario Yamasaki
Thiago Santos,loss, Cezar Ferreira, 1, 0:47, UFC 163 - Aldo vs. Korean Zombie,Aug ,3.0,2013.0, Submission ,Guillotine Choke,Mario Yamasaki
Thiago Santos,win, Dennis Bentes Figueira da Fonseca, 1, 0:00, WOCS - Watch Out Combat Show 20,Jul ,27.0,2012.0, TKO ,Head Kick and Punches,
Thiago Santos,loss, Vicente Luque, 1, 0:00, Spartan MMA - Spartan MMA 2012,Apr ,28.0,2012.0, TKO ,Punches,
Thiago Santos,win, Junior Vidal, 1, 0:00, WOCS - Watch Out Combat Show 18,Mar ,3.0,2012.0, TKO ,Punches,Luiz Cabelinho
Thiago Santos,win, Eneas Souza, 3, 2:50, WOCS - Watch Out Combat Show 17,Dec ,17.0,2011.0, Submission ,Rear-Naked Choke,
Thiago Santos,win, Marcos Viggiani, 3, 5:00, Spartan MMA - Spartan MMA 2011,Nov ,26.0,2011.0, Decision ,Unanimous,
Thiago Santos,win, Rafael Braga, 1, 0:00, EF - Explosion Fight,Aug ,13.0,2011.0, TKO ,Punches,
Thiago Santos,win, Mauricio Chueke, 3, 5:00, WOCS - Watch Out Combat Show 14,Jul ,23.0,2011.0, Decision ,Unanimous,
Thiago Santos,win, Gabriel Barreiro, 2, 1:53, SF - Senna Fight,Apr ,16.0,2011.0, TKO ,Punches,
Thiago Santos,win, Guilherme Benedito Nunes, 3, 5:00, WOCS - Watch Out Combat Show 10,Dec ,10.0,2010.0, Decision ,Unanimous,
Thiago Santos,Result, Fighter, R, Time, E,vent,,, Method/Referee,,
Thiago Santos,loss, Armando Sixel, 1, 0:00, RFC - Rio FC 2,Jun ,20.0,2009.0, Submission ,Arm-Triangle Choke,Fernando Paulon
Volkan Oezdemir,loss, Dominick Reyes,3, 5:00, UFC Fight Night 147 - Till vs. Masvidal,Mar ,16.0,2019.0, Decision ,Split,Leon Roberts
Volkan Oezdemir,loss, Anthony Smith,3, 4:26, UFC Fight Night 138 - Oezdemir vs. Smith,Oct ,27.0,2018.0, Submission ,Rear-Naked Choke,Yves Lavigne
Volkan Oezdemir,loss, Daniel Cormier,2, 2:00, UFC 220 - Miocic vs. Ngannou,Jan ,20.0,2018.0, TKO ,Punches,Kevin MacDonald
Volkan Oezdemir,win, Jimi Manuwa,1, 0:42, UFC 214 - Cormier vs. Jones 2,Jul ,29.0,2017.0, KO ,Punches,Jason Herzog
Volkan Oezdemir,win, Misha Cirkunov,1, 0:28, UFC Fight Night 109 - Gustafsson vs. Teixeira ,May ,28.0,2017.0, KO ,Punch,Kevin Sataki
Volkan Oezdemir,win, Ovince St. Preux,3, 5:00, UFC Fight Night 104 - Bermudez vs. Korean Zombie,Feb ,4.0,2017.0, Decision ,Split,Chris Reed
Volkan Oezdemir,win, Alikhan Vakhaev,3, 5:00, WFCA 17 - Grand Prix Akhmat ,Apr ,9.0,2016.0, Decision ,Unanimous,
Volkan Oezdemir,win, Paco Estevez,1, N/A, SHC 10 - Carvalho vs. Belo,Sep ,20.0,2014.0, TKO ,Punches,
Volkan Oezdemir,loss, Kelly Anundson,2, 3:19, Bellator MMA - Bellator 115,Apr ,4.0,2014.0, Submission ,Neck Crank,Herb Dean
Volkan Oezdemir,win, Josh Lanier,1, 3:13, Bellator MMA - Bellator 105,Oct ,25.0,2013.0, TKO ,Punches and Elbows,Robert Romero
Volkan Oezdemir,win, David Round,1, 0:00, WKN - Valhalla: Battle of the Vikings,Mar ,9.0,2013.0, TKO ,Punches,
Volkan Oezdemir,win, Angelier Benjamin,1, 0:45, WKN - Valhalla: Battle of the Vikings,Mar ,9.0,2013.0, KO ,Punches,
Volkan Oezdemir,win, Benyaich Mohamed,1, 0:15, WKN - Valhalla: Battle of the Vikings,Mar ,9.0,2013.0, TKO ,Punches,
Volkan Oezdemir,win, Mohamed Amidi,1, 1:59, SHC 6 - Belo vs. Rodriguez,Oct ,6.0,2012.0, TKO ,Punches,Boris Regard
Volkan Oezdemir,win, Bruno Farias Grancheux,1, 1:54, Lions FC 4 - Lions Fighting Championship 4,Sep ,15.0,2012.0, TKO ,Punches,
Volkan Oezdemir,win, Ronilson Santos,1, 2:12, Lions FC 3 - Lions Fighting Championship 3,May ,12.0,2012.0, TKO ,Retirement,
Volkan Oezdemir,win, Mamadou Cisse,1, 3:43, 100% Fight 10 - Supreme League Block C,Apr ,7.0,2012.0, Submission ,Kimura,Ludovic Dandine
Volkan Oezdemir,win, Boubacar Balde,3, 5:00, Lions FC - Lions Fighting Championship,Oct ,15.0,2011.0, Decision ,Unanimous,Jonatas Novaes
Volkan Oezdemir,win, Martin Vath,1, 0:56, Shooto - Switzerland 7,Sep ,4.0,2010.0, TKO ,Punches,
